ID,Education,Experience,Income
1662,3,14,64
1663,2,38,84
1664,2,32,42
1665,1,35,63
1666,3,12,100
1667,2,25,190
1668,1,20,22
1669,2,37,20
1670,2,18,21
1671,2,14,25
1672,3,9,20
1673,1,23,173
1674,1,5,81
1675,2,11,139
1676,1,35,119
1677,3,20,74
1678,2,10,42
1679,1,30,73
1680,1,31,114
1681,3,36,44
1682,1,8,141
1683,1,26,14
1684,3,29,33
1685,1,34,83
1686,1,16,89
1687,1,38,39
1688,3,39,83
1689,1,34,108
1690,2,34,21
1691,1,1,102
1692,3,32,48
1693,1,32,32
1694,1,31,43
1695,2,23,35
1696,1,6,184
1697,1,21,140
1698,2,38,32
1699,1,20,149
1700,3,25,15
1701,2,16,71
1702,2,3,108
1703,1,30,122
1704,3,41,40
1705,1,22,198
1706,2,24,79
1707,3,31,84
1708,2,37,31
1709,3,20,12
1710,1,34,88
1711,2,5,29
1712,1,3,201
1713,3,20,20
1714,1,20,15
1715,1,27,155
1716,2,13,25
1717,1,8,200
1718,2,7,101
1719,2,16,19
1720,1,12,188
1721,1,28,8
1722,3,29,59
1723,1,2,72
1724,3,15,55
1725,2,19,24
1726,1,32,19
1727,3,33,71
1728,2,26,54
1729,3,26,28
1730,3,20,25
1731,3,17,51
1732,1,19,125
1733,2,0,88
1734,1,16,125
1735,3,10,79
1736,2,36,31
1737,1,31,131
1738,2,19,70
1739,3,36,38
1740,1,7,83
1741,1,20,59
1742,1,21,121
1743,3,38,42
1744,1,24,32
1745,1,3,29
1746,2,12,40
1747,3,36,25
1748,2,5,21
1749,2,23,79
1750,3,22,52
1751,2,34,61
1752,1,31,25
1753,3,8,155
1754,1,29,25
1755,1,24,80
1756,2,3,55
1757,3,17,23
1758,1,9,60
1759,1,14,54
1760,1,6,44
1761,2,16,33
1762,2,27,45
1763,3,35,55
1764,1,24,134
1765,2,21,44
1766,1,0,149
1767,3,38,22
1768,2,14,74
1769,1,18,128
1770,1,36,62
1771,1,37,9
1772,3,21,9
1773,2,11,15
1774,1,5,28
1775,3,18,83
1776,3,22,73
1777,2,26,42
1778,2,27,34
1779,2,3,32
1780,1,9,68
1781,1,24,82
1782,2,26,19
1783,1,11,60
1784,1,27,192
1785,1,29,119
1786,1,3,190
1787,2,11,34
1788,1,6,44
1789,3,13,23
1790,1,20,171
1791,3,20,43
1792,1,22,139
1793,1,20,118
1794,3,9,113
1795,3,32,98
1796,1,24,70
1797,3,32,42
1798,1,10,143
1799,1,20,185
1800,2,14,28
1801,1,33,45
1802,2,10,78
1803,1,3,121
1804,1,32,59
1805,1,16,64
1806,1,26,15
1807,1,36,10
1808,3,20,61
1809,1,31,50
1810,3,10,79
1811,1,34,35
1812,3,3,11
1813,1,19,128
1814,3,36,55
1815,2,22,79
1816,1,39,18
1817,2,19,91
1818,3,11,9
1819,3,20,62
1820,1,34,59
1821,1,22,25
1822,1,7,54
1823,2,23,112
1824,1,8,125
1825,2,23,194
1826,3,32,161
1827,1,33,35
1828,1,30,113
1829,2,4,25
1830,3,29,45
1831,1,13,119
1832,2,22,30
1833,2,29,79
1834,3,9,178
1835,2,16,23
1836,1,23,171
1837,3,19,74
1838,1,18,103
1839,1,7,99
1840,3,2,43
1841,3,25,23
1842,2,17,91
1843,2,29,93
1844,1,6,154
1845,3,40,21
1846,3,18,65
1847,2,32,15
1848,3,0,52
1849,1,10,30
1850,2,26,42
1851,1,10,20
1852,2,8,60
1853,3,6,54
1854,1,25,60
1855,2,25,41
1856,2,39,30
1857,2,24,21
1858,2,13,105
1859,1,11,65
1860,1,41,20
1861,1,6,179
1862,1,38,161
1863,3,17,82
1864,2,22,43
1865,1,36,61
1866,3,6,90
1867,2,24,90
1868,1,39,21
1869,1,1,118
1870,2,30,44
1871,3,37,110
1872,2,5,99
1873,1,17,98
1874,2,4,69
1875,2,11,82
1876,1,3,112
1877,1,38,123
1878,2,24,78
1879,1,30,59
1880,2,30,78
1881,3,19,49
1882,2,19,82
1883,1,32,125
1884,1,30,185
1885,1,33,163
1886,3,6,19
1887,2,41,115
1888,2,7,81
1889,3,10,93
1890,1,30,111
1891,1,27,184
1892,2,18,50
1893,1,30,55
1894,3,24,13
1895,1,25,29
1896,1,2,72
1897,2,7,83
1898,3,29,98
1899,1,24,43
1900,1,33,34
1901,2,36,10
1902,1,19,201
1903,3,14,85
1904,3,26,50
1905,1,14,91
1906,1,-1,112
1907,1,17,98
1908,1,18,115
1909,2,26,22
1910,2,30,101
1911,3,18,83
1912,2,35,52
1913,2,16,191
1914,1,33,134
1915,2,24,54
1916,1,11,69
1917,3,32,64
1918,3,32,53
1919,3,9,118
1920,2,13,19
1921,3,28,31
1922,3,21,63
1923,3,15,25
1924,1,19,22
1925,3,38,78
1926,1,19,81
1927,2,6,41
1928,1,10,62
1929,3,34,35
1930,3,19,30
1931,2,29,51
1932,1,2,140
1933,1,39,73
1934,2,39,40
1935,3,20,69
1936,3,9,191
1937,2,24,82
1938,3,25,181
1939,3,4,38
1940,1,31,23
1941,3,33,55
1942,1,19,58
1943,2,36,29
1944,1,23,39
1945,2,28,39
1946,1,33,30
1947,3,23,58
1948,3,28,62
1949,1,15,62
1950,3,34,19
1951,2,12,38
1952,3,21,84
1953,2,5,78
1954,1,25,22
1955,3,20,81
1956,2,17,32
1957,1,18,89
1958,1,4,121
1959,1,2,42
1960,1,24,130
1961,2,19,30
1962,1,26,114
1963,1,4,155
1964,1,38,50
1965,2,10,34
1966,3,20,94
1967,2,26,114
1968,3,18,89
1969,3,24,49
1970,1,38,115
1971,1,3,148
1972,2,17,72
1973,3,2,114
1974,1,22,11
1975,3,13,63
1976,1,3,113
1977,1,13,80
1978,3,15,54
1979,3,11,32
1980,1,17,11
1981,1,19,141
1982,2,26,84
1983,2,33,18
1984,1,5,20
1985,2,1,55
1986,2,7,31
1987,1,17,114
1988,2,31,52
1989,1,28,18
1990,3,35,55
1991,3,8,29
1992,1,22,30
1993,1,28,38
1994,1,5,122
1995,1,8,183
1996,2,11,41
1997,3,24,38
1998,3,30,61
1999,3,32,103
2000,2,22,80
2001,2,2,22
2002,2,17,128
2003,1,4,142
2004,1,20,124
2005,3,4,44
2006,2,23,170
2007,2,39,75
2008,2,21,78
2009,3,38,31
2010,1,0,99
2011,1,36,41
2012,2,21,39
2013,1,31,51
2014,3,15,52
2015,3,19,169
2016,1,5,141
2017,1,17,93
2018,2,15,14
2019,1,39,160
2020,1,17,44
2021,1,34,33
2022,3,20,103
2023,3,3,71
2024,1,29,55
2025,1,12,113
2026,2,20,79
2027,2,33,80
2028,1,12,179
2029,3,17,9
2030,2,3,61
2031,1,38,111
2032,1,35,80
2033,1,37,32
2034,1,23,83
2035,2,33,91
2036,1,10,29
2037,2,19,19
2038,2,8,52
2039,1,24,150
2040,3,25,32
2041,3,16,91
2042,2,20,180
2043,1,17,121
2044,3,32,25
2045,1,25,102
2046,2,28,44
2047,2,16,161
2048,2,38,134
2049,2,4,43
2050,2,18,94
2051,3,15,29
2052,1,8,38
2053,1,3,120
2054,1,32,85
2055,1,15,89
2056,3,23,25
2057,1,8,20
2058,1,12,125
2059,3,7,18
2060,1,3,173
2061,3,29,34
2062,2,38,159
2063,1,31,55
2064,3,30,32
2065,3,29,65
2066,1,5,83
2067,2,16,30
2068,1,32,180
2069,3,37,13
2070,1,4,35
2071,1,37,95
2072,1,28,83
2073,1,3,39
2074,3,20,54
2075,3,27,81
2076,3,16,53
2077,1,23,119
2078,3,9,160
2079,2,11,21
2080,3,2,40
2081,2,40,69
2082,2,27,45
2083,2,7,55
2084,3,7,38
2085,2,9,44
2086,2,24,45
2087,2,12,84
2088,2,27,188
2089,3,9,29
2090,2,29,95
2091,1,25,79
2092,2,4,41
2093,3,23,19
2094,3,23,75
2095,1,31,64
2096,3,21,174
2097,3,29,54
2098,2,11,14
2099,1,35,94
2100,1,29,10
2101,1,6,145
2102,3,5,203
2103,3,-1,81
2104,1,13,153
2105,3,14,58
2106,3,5,49
2107,1,38,132
2108,3,17,85
2109,1,32,85
2110,3,23,178
2111,1,4,104
2112,1,34,40
2113,1,2,103
2114,1,33,25
2115,3,36,69
2116,1,31,30
2117,2,17,70
2118,3,7,15
2119,1,5,125
2120,3,13,50
2121,3,17,44
2122,2,17,38
2123,1,29,64
2124,2,2,9
2125,1,9,44
2126,1,20,93
2127,1,19,83
2128,1,14,179
2129,3,40,40
2130,3,10,58
2131,1,31,74
2132,1,31,15
2133,1,35,11
2134,2,15,41
2135,2,24,68
2136,3,15,28
2137,3,26,115
2138,2,40,83
2139,2,11,40
2140,3,32,113
2141,3,27,89
2142,1,4,38
2143,1,31,62
2144,1,31,65
2145,2,6,168
2146,1,32,40
2147,3,3,30
2148,1,3,20
2149,3,30,58
2150,1,22,150
2151,1,38,54
2152,2,16,19
2153,3,38,30
2154,1,14,123
2155,2,8,45
2156,1,38,154
2157,1,11,93
2158,1,0,71
2159,1,25,83
2160,3,35,99
2161,2,17,55
2162,2,28,38
2163,2,13,74
2164,3,3,69
2165,1,3,104
2166,3,0,38
2167,3,8,25
2168,1,40,162
2169,3,29,64
2170,2,27,30
2171,3,13,52
2172,3,11,42
2173,2,15,79
2174,1,10,34
2175,1,5,123
2176,1,12,160
2177,2,14,51
2178,1,7,108
2179,2,13,158
2180,2,23,68
2181,3,33,42
2182,3,15,32
2183,3,14,22
2184,3,8,29
2185,3,36,183
2186,3,30,69
2187,1,2,92
2188,3,30,40
2189,3,4,9
2190,1,23,128
2191,1,3,110
2192,1,18,171
2193,1,1,13
2194,3,19,25
2195,2,9,123
2196,1,27,33
2197,2,24,189
2198,3,35,34
2199,2,35,58
2200,2,24,51
2201,1,25,29
2202,1,16,111
2203,3,24,43
2204,1,25,130
2205,1,37,20
2206,1,37,101
2207,2,7,48
2208,3,12,180
2209,3,40,92
2210,1,10,33
2211,2,33,51
2212,2,14,31
2213,1,22,83
2214,1,37,45
2215,3,27,89
2216,2,3,193
2217,1,40,89
2218,2,24,162
2219,2,13,9
2220,3,22,58
2221,3,40,80
2222,3,33,73
2223,1,20,41
2224,2,28,74
2225,3,12,29
2226,3,24,25
2227,1,1,98
2228,2,35,59
2229,3,23,43
2230,2,22,72
2231,3,11,183
2232,1,20,134
2233,1,33,140
2234,3,35,39
2235,2,12,35
2236,1,37,141
2237,2,24,23
2238,1,5,134
2239,3,22,35
2240,1,29,42
2241,3,17,81
2242,1,0,14
2243,1,17,45
2244,2,28,79
2245,2,31,53
2246,2,28,33
2247,2,11,190
2248,3,34,60
2249,2,37,8
2250,2,14,38
2251,1,22,154
2252,2,5,54
2253,1,32,41
2254,1,35,25
2255,1,22,53
2256,1,9,79
2257,2,31,13
2258,1,23,130
2259,2,33,93
2260,1,0,82
2261,2,14,15
2262,2,3,150
2263,2,29,131
2264,1,21,28
2265,2,11,9
2266,2,23,88
2267,1,13,143
2268,3,13,168
2269,2,3,105
2270,3,18,62
2271,1,2,51
2272,1,34,101
2273,1,3,90
2274,3,1,83
2275,3,15,21
2276,1,16,115
2277,1,3,172
2278,2,6,32
2279,1,4,204
2280,1,23,34
2281,3,7,30
2282,2,32,31
2283,1,14,90
2284,3,28,79
2285,1,23,22
2286,3,22,114
2287,3,36,42
2288,3,6,29
2289,2,11,72
2290,3,35,68
2291,3,13,78
2292,1,23,90
2293,2,33,170
2294,2,17,14
2295,1,15,129
2296,3,23,39
2297,1,3,82
2298,2,35,31
2299,2,24,9
2300,3,37,15
2301,1,41,70
2302,3,13,84
2303,1,17,155
2304,3,21,89
2305,1,2,170
2306,1,7,185
2307,1,13,82
2308,1,31,60
2309,2,13,58
2310,1,12,29
2311,1,6,32
2312,2,37,115
2313,2,22,83
2314,2,32,54
2315,3,2,112
2316,2,26,182
2317,1,30,112
2318,3,5,129
2319,2,34,23
2320,1,9,198
2321,3,22,84
2322,3,15,39
2323,1,37,129
2324,2,7,113
2325,3,11,35
2326,3,30,85
2327,1,19,73
2328,3,25,70
2329,1,2,130
2330,1,4,39
2331,2,5,72
2332,3,37,68
2333,3,16,35
2334,1,21,61
2335,1,21,69
2336,2,13,59
2337,3,8,99
2338,2,16,201
2339,1,18,130
2340,2,31,72
2341,1,9,44
2342,3,10,91
2343,1,37,92
2344,1,34,55
2345,1,40,20
2346,1,40,89
2347,2,26,59
2348,3,39,8
2349,1,25,85
2350,1,35,94
2351,1,28,22
2352,3,31,74
2353,2,19,59
2354,2,36,12
2355,2,9,8
2356,3,31,74
2357,2,5,184
2358,2,19,34
2359,3,27,63
2360,2,12,123
2361,3,1,85
2362,3,12,109
2363,3,15,31
2364,2,13,61
2365,1,35,88
2366,2,18,22
2367,2,4,63
2368,1,1,80
2369,1,22,78
2370,1,24,45
2371,3,7,51
2372,3,6,111
2373,1,10,45
2374,2,9,184
2375,2,5,41
2376,3,30,69
2377,1,33,23
2378,1,23,160
2379,2,5,61
2380,1,18,110
2381,3,16,50
2382,2,9,49
2383,2,20,185
2384,1,39,52
2385,1,37,53
2386,2,17,125
2387,1,5,72
2388,3,2,51
2389,1,39,23
2390,3,1,41
2391,1,9,41
2392,2,12,138
2393,1,20,138
2394,1,28,14
2395,1,18,145
2396,2,17,25
2397,1,10,43
2398,2,22,93
2399,1,29,90
2400,3,36,41
2401,3,36,169
2402,3,17,63
2403,2,21,23
2404,1,13,140
2405,3,15,75
2406,2,32,13
2407,3,7,10
2408,2,15,100
2409,1,22,85
2410,1,31,73
2411,1,4,130
2412,2,22,65
2413,1,36,59
2414,3,34,31
2415,1,10,134
2416,1,21,11
2417,3,35,32
2418,3,0,53
2419,1,17,28
2420,3,37,44
2421,1,39,40
2422,2,19,40
2423,1,32,163
2424,3,25,82
2425,2,12,89
2426,2,30,78
2427,3,36,55
2428,2,5,34
2429,2,12,108
2430,2,7,58
2431,1,-1,73
2432,1,31,54
2433,2,30,45
2434,2,11,123
2435,1,12,93
2436,2,9,102
2437,1,29,39
2438,2,40,114
2439,3,37,29
2440,2,25,30
2441,3,5,22
2442,1,38,38
2443,1,15,41
2444,3,3,161
2445,2,35,38
2446,3,23,25
2447,1,1,70
2448,1,19,201
2449,3,26,42
2450,1,7,64
2451,3,7,28
2452,1,25,119
2453,3,1,28
2454,3,19,60
2455,2,29,23
2456,3,8,164
2457,1,30,39
2458,3,17,19
2459,3,20,72
2460,3,37,41
2461,2,5,32
2462,2,5,69
2463,1,28,23
2464,1,9,44
2465,2,36,32
2466,1,34,25
2467,3,-2,80
2468,2,16,83
2469,1,23,133
2470,2,18,89
2471,3,7,81
2472,2,11,44
2473,1,36,119
2474,1,32,39
2475,3,38,40
2476,1,26,79
2477,2,28,30
2478,3,14,179
2479,1,5,178
2480,2,30,82
2481,2,13,50
2482,2,30,64
2483,1,4,129
2484,1,18,68
2485,3,21,30
2486,1,36,48
2487,1,36,130
2488,3,20,40
2489,1,14,105
2490,1,3,41
2491,3,28,168
2492,1,14,80
2493,1,3,134
2494,3,9,49
2495,1,9,63
2496,1,22,70
2497,2,37,32
2498,3,9,14
2499,1,14,111
2500,2,27,38
2501,1,2,121
2502,3,18,90
2503,2,31,178
2504,2,14,20
2505,1,24,61
2506,1,7,43
2507,2,42,39
2508,1,34,60
2509,1,15,63
2510,3,11,8
2511,2,38,52
2512,1,27,92
2513,1,32,111
2514,3,26,71
2515,2,16,25
2516,3,5,34
2517,3,3,74
2518,1,31,120
2519,2,37,50
2520,1,36,10
2521,2,29,45
2522,1,23,29
2523,1,37,145
2524,1,23,100
2525,1,25,24
2526,1,8,60
2527,2,1,50
2528,2,1,43
2529,1,31,79
2530,2,5,44
2531,3,30,31
2532,1,35,14
2533,1,28,19
2534,2,29,111
2535,2,30,90
2536,3,25,21
2537,2,25,104
2538,2,27,75
2539,1,12,175
2540,1,7,98
2541,1,23,41
2542,2,8,171
2543,2,30,79
2544,2,39,24
2545,2,34,90
2546,2,-1,39
2547,1,25,9
2548,2,13,15
2549,1,24,80
2550,3,15,63
2551,3,8,20
2552,3,22,43
2553,3,15,65
2554,2,15,91
2555,1,39,53
2556,2,32,110
2557,1,4,82
2558,3,11,23
2559,1,19,172
2560,1,12,88
2561,3,18,71
2562,3,5,180
2563,3,21,39
2564,3,13,94
2565,2,16,25
2566,3,15,10
2567,1,5,42
2568,1,33,142
2569,1,21,34
2570,1,10,139
2571,1,4,154
2572,3,8,40
2573,3,32,33
2574,1,34,80
2575,2,18,10
2576,3,16,41
2577,1,36,30
2578,3,29,78
2579,1,21,164
2580,3,27,23
2581,1,7,149
2582,3,34,25
2583,3,9,42
2584,1,11,71
2585,2,34,114
2586,2,26,70
2587,1,23,149
2588,2,33,55
2589,1,36,29
2590,1,40,123
2591,3,20,152
2592,2,7,8
2593,1,32,69
2594,3,23,161
2595,2,23,79
2596,1,10,105
2597,1,8,39
2598,1,23,163
2599,1,20,9
2600,3,20,71
2601,3,18,51
2602,3,24,32
2603,1,26,161
2604,1,27,60
2605,2,10,35
2606,2,40,41
2607,1,22,73
2608,1,33,49
2609,1,35,79
2610,1,18,120
2611,1,16,60
2612,2,8,78
2613,2,26,40
2614,3,26,110
2615,3,11,160
2616,1,32,68
2617,3,31,49
2618,1,20,65
2619,2,-3,55
2620,1,8,62
2621,1,22,152
2622,2,18,42
2623,2,28,39
2624,1,17,111
2625,1,21,82
2626,2,36,108
2627,3,27,59
2628,1,30,61
2629,2,6,78
2630,3,18,18
2631,3,37,113
2632,2,20,62
2633,1,24,81
2634,1,25,13
2635,1,9,75
2636,3,14,33
2637,1,13,179
2638,2,26,69
2639,3,4,45
2640,2,26,59
2641,1,13,81
2642,1,5,133
2643,3,29,81
2644,2,38,14
2645,3,14,28
2646,1,12,93
2647,3,20,191
2648,1,37,155
2649,1,0,155
2650,1,8,68
2651,1,40,52
2652,3,17,51
2653,1,0,44
2654,1,5,121
2655,1,36,49
2656,3,26,42
2657,1,15,144
2658,2,6,72
2659,1,4,44
2660,3,35,43
2661,2,14,74
2662,1,41,145
2663,1,41,158
2664,1,28,78
2665,2,29,154
2666,3,9,105
2667,2,7,100
2668,2,39,58
2669,1,35,113
2670,2,18,10
2671,1,33,142
2672,1,37,128
2673,3,5,131
2674,2,30,88
2675,1,6,101
2676,3,1,70
2677,1,20,122
2678,1,8,70
2679,3,38,148
2680,3,32,43
2681,3,30,31
2682,3,11,35
2683,3,27,81
2684,3,25,19
2685,3,5,98
2686,3,2,101
2687,3,24,81
2688,1,27,135
2689,2,30,34
2690,1,16,104
2691,2,38,29
2692,2,36,119
2693,2,20,82
2694,1,29,62
2695,1,19,85
2696,2,15,8
2697,3,37,78
2698,2,32,44
2699,1,14,122
2700,2,11,22
2701,2,5,39
2702,2,26,55
2703,1,18,144
2704,2,27,71
2705,1,13,191
2706,2,26,22
2707,1,17,158
2708,3,9,131
2709,2,24,75
2710,2,4,69
2711,1,27,39
2712,1,14,34
2713,1,7,32
2714,1,18,129
2715,1,20,158
2716,1,18,54
2717,2,17,34
2718,2,-2,45
2719,3,33,68
2720,2,21,53
2721,1,23,32
2722,3,33,173
2723,1,34,31
2724,1,29,72
2725,2,24,30
2726,1,38,138
2727,2,37,18
2728,1,19,69
2729,1,13,58
2730,1,34,63
2731,1,30,43
2732,3,5,28
2733,3,9,38
2734,2,29,72
2735,1,31,64
2736,2,12,70
2737,1,29,12
2738,1,31,159
2739,3,9,103
2740,3,18,42
2741,3,29,48
2742,1,3,49
2743,1,14,89
2744,2,8,22
2745,1,27,10
2746,2,25,38
2747,3,29,49
2748,3,12,30
2749,2,7,82
2750,3,37,82
2751,2,33,24
2752,1,23,32
2753,3,25,34
2754,2,27,195
2755,1,1,61
2756,2,11,22
2757,3,0,40
2758,1,38,50
2759,3,36,35
2760,2,33,64
2761,1,7,49
2762,2,8,44
2763,1,31,65
2764,1,31,13
2765,3,5,84
2766,2,29,28
2767,1,32,108
2768,1,24,59
2769,1,22,163
2770,3,9,183
2771,3,6,69
2772,1,16,115
2773,1,31,130
2774,2,37,185
2775,1,29,118
2776,1,13,163
2777,1,20,140
2778,2,33,91
2779,3,31,61
2780,2,35,168
2781,2,13,69
2782,1,21,22
2783,1,22,53
2784,2,26,25
2785,2,9,115
2786,3,9,31
2787,3,10,83
2788,1,34,152
2789,1,20,30
2790,3,3,34
2791,3,22,44
2792,1,20,182
2793,1,30,44
2794,1,33,122
2795,1,26,35
2796,3,25,91
2797,2,32,30
2798,3,39,53
2799,3,33,28
2800,2,39,85
2801,2,26,28
2802,1,34,41
2803,3,22,154
2804,3,18,41
2805,1,32,33
2806,3,12,182
2807,3,27,59
2808,1,2,129
2809,3,27,35
2810,2,16,185
2811,2,34,45
2812,2,12,62
2813,3,28,183
2814,3,22,14
2815,3,28,53
2816,3,1,48
2817,1,26,128
2818,1,7,105
2819,1,9,40
2820,1,37,10
2821,1,4,102
2822,2,32,31
2823,1,5,30
2824,3,7,21
2825,1,36,44
2826,3,10,48
2827,2,11,21
2828,2,11,84
2829,2,10,64
2830,1,9,82
2831,1,35,39
2832,3,27,45
2833,3,21,133
2834,1,22,152
2835,1,16,12
2836,1,16,32
2837,1,1,74
2838,2,14,54
2839,2,6,181
2840,3,33,75
2841,1,15,95
2842,2,11,190
2843,1,11,90
2844,1,3,20
2845,3,34,64
2846,3,36,85
2847,2,43,105
2848,1,18,21
2849,2,-1,78
2850,1,21,158
2851,1,34,125
2852,2,36,81
2853,1,29,183
2854,2,3,54
2855,3,24,79
2856,2,11,38
2857,2,10,172
2858,1,8,184
2859,1,11,158
2860,3,11,188
2861,3,2,20
2862,3,18,60
2863,3,39,113
2864,1,5,70
2865,3,41,84
2866,3,33,23
2867,1,22,141
2868,1,33,110
2869,1,26,31
2870,1,35,22
2871,1,17,91
2872,3,39,82
2873,1,26,23
2874,1,23,35
2875,3,25,114
2876,2,33,18
2877,3,-2,80
2878,3,32,74
2879,2,19,122
2880,2,15,73
2881,1,40,40
2882,3,25,55
2883,2,31,69
2884,2,14,92
2885,3,2,48
2886,3,31,113
2887,2,25,58
2888,1,16,109
2889,2,28,39
2890,2,29,33
2891,1,24,18
2892,1,33,63
2893,2,32,43
2894,3,14,70
2895,3,25,19
2896,2,36,39
2897,1,28,81
2898,3,2,34
2899,2,1,140
2900,1,18,114
2901,3,28,55
2902,2,30,21
2903,2,30,50
2904,1,34,41
2905,1,32,190
2906,3,40,8
2907,2,8,55
2908,1,20,40
2909,2,32,22
2910,2,8,44
2911,3,22,102
2912,3,4,54
2913,2,20,130
2914,2,12,75
2915,1,18,42
2916,1,9,133
2917,2,20,40
2918,1,31,34
2919,1,3,142
2920,1,10,64
2921,3,35,44
2922,1,24,95
2923,3,26,49
2924,1,27,12
2925,3,26,98
2926,1,35,42
2927,3,28,44
2928,1,17,124
2929,1,6,175
2930,1,6,22
2931,1,17,78
2932,2,4,54
2933,1,16,154
2934,2,22,42
2935,1,13,195
2936,3,23,80
2937,2,22,81
2938,1,36,89
2939,2,9,61
2940,3,24,25
2941,2,3,43
2942,1,35,122
2943,1,5,160
2944,2,32,83
2945,3,30,79
2946,2,19,30
2947,1,9,145
2948,1,21,151
2949,3,18,14
2950,2,11,19
2951,3,16,55
2952,3,2,132
2953,1,8,182
2954,1,36,78
2955,2,7,42
2956,3,29,44
2957,3,38,195
2958,2,36,53
2959,1,41,65
2960,1,12,43
2961,3,29,38
2962,3,36,50
2963,2,-2,81
2964,3,3,41
2965,1,10,73
2966,3,27,31
2967,2,7,84
2968,1,14,95
2969,1,18,162
2970,3,18,60
2971,3,30,121
2972,2,25,43
2973,2,7,38
2974,1,22,82
2975,1,18,52
2976,1,33,43
2977,2,8,82
2978,1,10,161
2979,2,30,24
2980,1,32,102
2981,2,-1,53
2982,1,28,85
2983,1,33,111
2984,1,32,90
2985,1,28,94
2986,3,23,63
2987,2,30,153
2988,3,7,39
2989,1,21,205
2990,1,18,142
2991,1,25,163
2992,1,17,113
2993,1,21,64
2994,3,40,20
2995,1,24,179
2996,3,24,91
2997,1,18,103
2998,2,33,80
2999,1,35,38
3000,1,34,44
3001,2,14,164
3002,1,7,81
3003,2,13,95
3004,2,28,44
3005,1,7,88
3006,2,36,148
3007,2,37,169
3008,2,37,11
3009,3,25,92
3010,2,9,74
3011,1,1,72
3012,1,31,63
3013,1,3,172
3014,1,21,183
3015,3,34,40
3016,1,18,68
3017,3,23,78
3018,1,32,68
3019,1,32,49
3020,3,33,39
3021,1,20,151
3022,1,28,159
3023,2,33,89
3024,3,37,105
3025,1,35,78
3026,1,32,128
3027,1,20,81
3028,3,29,50
3029,3,39,38
3030,1,17,119
3031,2,26,110
3032,3,25,29
3033,3,22,19
3034,3,19,130
3035,1,21,38
3036,3,24,31
3037,2,9,14
3038,2,2,158
3039,1,8,39
3040,3,9,141
3041,1,2,33
3042,1,5,92
3043,2,26,78
3044,2,22,42
3045,2,16,15
3046,2,32,48
3047,1,12,63
3048,1,33,149
3049,1,39,49
3050,1,35,125
3051,2,25,58
3052,1,35,48
3053,3,30,75
3054,1,4,114
3055,2,21,134
3056,3,2,111
3057,2,29,62
3058,1,18,45
3059,1,4,113
3060,1,36,128
3061,3,38,168
3062,3,13,81
3063,2,14,75
3064,3,29,21
3065,1,33,83
3066,1,15,121
3067,3,33,40
3068,3,5,101
3069,3,26,90
3070,2,20,68
3071,2,3,74
3072,2,8,74
3073,3,30,51
3074,1,5,149
3075,3,15,31
3076,3,0,85
3077,3,-1,62
3078,1,21,44
3079,3,13,63
3080,1,31,23
3081,2,22,40
3082,3,10,78
3083,3,13,40
3084,1,16,78
3085,2,0,129
3086,2,29,71
3087,3,35,23
3088,1,33,15
3089,1,31,28
3090,1,5,23
3091,3,31,19
3092,3,32,42
3093,1,18,113
3094,2,5,34
3095,2,23,19
3096,2,25,43
3097,1,18,179
3098,3,32,44
3099,2,16,21
3100,1,40,115
3101,2,27,81
3102,1,31,91
3103,2,25,30
3104,3,22,55
3105,3,31,48
3106,2,4,23
3107,2,10,21
3108,1,17,55
3109,2,15,21
3110,3,34,40
3111,1,20,30
3112,2,9,78
3113,3,32,65
3114,3,5,50
3115,2,4,55
3116,1,5,111
3117,2,10,21
3118,3,16,65
3119,3,39,114
3120,3,36,54
3121,2,11,75
3122,1,2,13
3123,3,14,54
3124,2,17,22
3125,1,20,198
3126,1,20,18
3127,1,32,74
3128,3,14,61
3129,1,12,64
3130,2,14,10
3131,2,-2,82
3132,2,22,61
3133,1,7,83
3134,3,5,73
3135,1,30,22
3136,2,0,91
3137,3,34,65
3138,1,36,13
3139,1,11,103
3140,1,26,95
3141,1,7,31
3142,1,31,131
3143,3,8,175
3144,1,24,38
3145,1,18,104
3146,3,10,114
3147,2,1,38
3148,3,0,30
3149,3,22,19
3150,1,25,25
3151,3,22,124
3152,1,19,20
3153,3,15,83
3154,2,5,18
3155,3,1,99
3156,2,29,62
3157,2,30,24
3158,1,-1,13
3159,3,28,64
3160,1,33,62
3161,2,15,158
3162,1,4,88
3163,1,7,28
3164,3,27,52
3165,1,4,82
3166,1,37,140
3167,2,4,80
3168,2,38,58
3169,1,25,180
3170,2,28,55
3171,2,16,65
3172,2,12,62
3173,1,9,23
3174,1,10,35
3175,2,24,35
3176,1,18,74
3177,1,24,14
3178,3,4,83
3179,3,21,71
3180,1,17,53
3181,1,3,103
3182,1,15,109
3183,2,33,60
3184,2,17,12
3185,1,15,141
3186,1,10,128
3187,1,16,98
3188,3,18,41
3189,3,25,90
3190,1,6,31
3191,3,26,74
3192,3,5,83
3193,3,39,35
3194,1,7,140
3195,3,15,65
3196,1,29,35
3197,3,7,73
3198,2,10,29
3199,2,9,55
3200,2,9,20
3201,2,23,70
3202,1,3,81
3203,1,4,25
3204,1,20,119
3205,2,35,49
3206,1,33,38
3207,3,7,80
3208,1,32,84
3209,2,29,61
3210,2,16,173
3211,1,19,60
3212,3,9,83
3213,2,35,59
